gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,MonthlyChargeGroup,ChargesRatio,ServiceCount,IsLongTermCustomer,IsAutoPay,HasInternet
Female,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),20.2,140.95,0,0-12,Low,6.648584905660377,1,0,1,0
Female,0,0,0,5,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.6,249.95,1,0-12,Medium,4.8439922480620154,2,0,0,1
Male,0,0,0,35,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.2,1701.65,0,25-48,Medium,33.897410358565736,3,1,0,1
Male,0,0,0,24,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,24.6,592.65,0,13-24,Low,23.150390624999996,2,1,0,0
Female,0,1,1,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,135.75,0,0-12,High,1.8685478320715758,1,0,0,1
Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,1,Credit card (automatic),104.9,7732.65,0,61-72,Very High,73.0184135977337,7,1,1,1
Female,0,0,0,41,1,1,Fiber optic,1,1,1,1,1,0,Month-to-month,1,Electronic check,106.5,4282.4,0,25-48,Very High,39.836279069767436,7,1,0,1
Male,0,0,1,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,49.35,219.65,1,0-12,Medium,4.362462760675273,2,0,0,1
Male,0,0,0,26,1,0,Fiber optic,0,1,0,0,0,0,One year,0,Bank transfer (automatic),75.5,2018.1,0,25-48,High,26.380392156862744,2,1,1,1
Male,0,0,0,7,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,94.25,669.0,1,0-12,High,7.0236220472440944,4,0,0,1
Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,68.95,1,0-12,Medium,0.9857040743388135,1,0,0,1
Female,0,1,1,4,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Mailed check,58.5,224.85,0,0-12,Medium,3.7789915966386554,4,0,0,1
Male,0,0,0,48,1,0,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),78.9,3771.5,0,25-48,High,47.20275344180225,6,1,1,1
Male,1,0,0,2,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,93.85,196.75,1,0-12,High,2.0743278861360044,4,0,0,1
Female,1,1,0,12,1,0,DSL,1,0,1,1,1,1,One year,1,Electronic check,79.2,943.85,0,0-12,High,11.768703241895262,6,0,0,1
Male,0,1,0,60,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,0,49-60,Very High,59.50973291081938,7,1,1,1
Male,0,0,0,55,1,0,DSL,1,0,1,1,0,0,Two year,1,Electronic check,59.2,3175.85,0,49-60,Medium,52.75498338870432,4,1,0,1
Male,0,0,0,1,0,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,29.15,29.15,0,0-12,Low,0.966832504145937,1,0,0,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0,0-12,Low,0.9524940617577197,1,0,0,0
Male,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.05,318.9,1,0-12,High,4.138870863075924,2,0,0,1
Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.45,24.45,1,0-12,Low,0.9607072691552063,0,0,0,1
Female,0,0,0,42,1,0,DSL,0,0,1,1,0,1,Two year,0,Credit card (automatic),66.5,2762.75,0,25-48,Medium,40.92962962962963,4,1,1,1
Female,0,0,0,1,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),49.55,49.55,0,0-12,Medium,0.9802176063303659,2,0,1,1
Male,0,0,0,7,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),89.35,631.85,1,0-12,High,6.993359158826785,4,0,1,1
Male,0,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),73.6,232.5,0,0-12,High,3.1166219839142095,2,0,1,1
Female,0,1,0,72,1,1,DSL,1,1,1,0,1,1,Two year,1,Credit card (automatic),82.65,5919.35,0,61-72,High,70.76329946204423,7,1,1,1
Male,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.0,749.25,0,13-24,Medium,14.985,2,0,0,1
Male,0,1,0,4,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.35,307.4,1,0-12,High,3.778733866011063,2,0,0,1
Female,0,0,0,11,1,1,No,0,0,0,0,0,0,One year,0,Electronic check,25.2,245.15,0,0-12,Low,9.356870229007635,2,0,0,0
Female,0,0,0,5,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.45,134.75,0,0-12,Low,5.094517958412099,2,0,0,0
Female,1,0,0,1,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Electronic check,55.8,55.8,1,0-12,Medium,0.9823943661971831,3,0,0,1
Male,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),110.9,8240.85,0,61-72,Very High,73.64477211796246,7,1,1,1
Female,0,1,0,55,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),77.75,4266.4,0,49-60,High,54.17650793650793,3,1,1,1
Female,0,1,1,40,1,1,No,0,0,0,0,0,0,Month-to-month,1,Electronic check,26.2,1077.5,0,25-48,Low,39.6139705882353,2,1,0,0
Female,0,1,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.9,1115.6,0,49-60,Low,53.377990430622006,1,1,1,0
Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,79.05,79.05,1,0-12,High,0.9875078076202374,2,0,0,1
Male,0,1,0,1,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,95.0,95.0,1,0-12,High,0.9895833333333334,4,0,0,1
Female,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.2,25.2,1,0-12,Low,0.9618320610687023,0,0,0,1
Male,1,1,1,52,1,1,DSL,0,1,1,0,1,1,One year,1,Electronic check,80.85,4079.55,0,49-60,High,49.8417837507636,6,1,0,1
Male,1,0,0,41,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.4,4187.75,1,25-48,High,42.13028169014084,5,1,0,1
Male,0,1,0,43,1,0,DSL,0,0,0,0,1,0,One year,1,Mailed check,56.35,2391.15,0,25-48,Medium,41.693984306887536,2,1,0,1
Female,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,890.5,0,25-48,Low,43.86699507389162,1,1,1,0
Male,0,0,0,3,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),50.4,137.25,0,0-12,Medium,2.6702334630350197,2,0,1,1
Male,1,1,1,66,1,1,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),79.4,5154.6,1,61-72,High,64.11194029850746,7,1,1,1
Male,0,1,1,55,1,0,DSL,0,0,1,1,0,0,Two year,1,Credit card (automatic),55.25,3119.9,0,49-60,Medium,55.46488888888889,3,1,1,1
Male,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.1,529.5,0,25-48,Low,26.34328358208955,1,1,0,0
Female,0,0,1,12,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.05,966.55,0,0-12,High,11.364491475602586,3,0,0,1
Female,0,1,0,66,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,105.2,6936.85,0,61-72,Very High,65.31873822975518,6,1,0,1
Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,1,25-48,Very High,34.1435546875,5,1,0,1
Male,1,1,0,10,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Electronic check,89.8,914.3,1,0-12,High,10.069383259911895,4,0,0,1
Male,0,1,1,27,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.75,1929.0,0,25-48,High,25.133550488599347,2,1,1,1
Female,0,0,0,58,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,95.3,5817.7,0,49-60,High,60.4122533748702,4,1,0,1
Male,0,1,0,54,1,0,Fiber optic,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),109.75,6110.2,1,49-60,Very High,55.171106094808124,7,1,1,1
Male,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.85,178.8,0,0-12,Low,8.575539568345324,1,0,0,0
Male,0,0,0,2,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,28.3,1,0-12,Low,1.3940886699507389,1,0,1,0
Male,0,0,0,6,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.1,435.0,0,0-12,Medium,6.205420827389444,1,0,0,1
Female,1,0,0,26,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.25,2351.8,1,25-48,High,25.493766937669378,3,1,0,1
Female,0,0,0,9,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,186.15,0,0-12,Low,8.76,1,0,0,0
Male,0,1,0,8,1,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,54.75,445.85,0,0-12,Medium,7.997309417040359,3,0,0,1
Male,0,0,0,12,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,81.45,912.0,0,0-12,High,11.061249241964827,2,0,0,1
Female,0,0,0,15,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.1,679.55,1,13-24,Medium,13.56387225548902,2,0,0,1
Male,0,1,0,43,1,1,DSL,1,0,1,0,1,1,One year,1,Electronic check,80.2,3581.6,0,25-48,High,44.10837438423645,6,1,0,1
Male,0,0,0,42,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,100.3,4222.95,0,25-48,Very High,41.68756169792695,5,1,0,1
Female,0,0,0,31,1,1,DSL,1,0,1,1,0,0,Month-to-month,0,Credit card (automatic),65.25,1994.3,1,25-48,Medium,30.102641509433962,5,1,1,1
Female,0,0,1,66,1,1,Fiber optic,1,0,1,1,0,0,Two year,1,Credit card (automatic),90.95,5930.05,0,61-72,High,64.4921152800435,5,1,1,1
Female,1,0,0,18,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Electronic check,85.45,1505.85,1,13-24,High,17.41873915558126,4,0,0,1
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,20.0,0,0-12,Low,0.9523809523809523,1,0,0,0
Male,0,1,0,61,1,1,Fiber optic,0,1,0,1,1,0,Two year,1,Electronic check,94.1,5638.3,1,61-72,High,59.28811777076762,5,1,0,1
Male,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,79.85,797.25,0,0-12,High,9.860853432282005,3,0,0,1
Male,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,71.65,1,0-12,High,0.9862353750860289,1,0,0,1
Female,1,0,0,18,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,73.55,1359.45,0,13-24,High,18.235412474849095,2,0,0,1
Male,0,1,0,24,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,104.65,2542.45,1,13-24,Very High,24.06483672503549,6,1,0,1
Female,0,1,1,3,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.3,54.7,0,0-12,Low,2.6945812807881775,1,0,0,0
Male,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.15,989.05,0,49-60,Low,46.76359338061466,1,1,1,0
Male,0,1,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.55,44.55,0,0-12,Medium,0.9780461031833151,1,0,0,1
Male,0,0,0,2,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Mailed check,54.45,87.3,0,0-12,Medium,1.5743913435527501,3,0,0,1
Male,0,0,0,17,1,0,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.65,351.55,0,13-24,Low,17.024213075060533,1,0,1,0
Male,0,1,1,69,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,105.0,7297.75,0,61-72,Very High,68.84669811320755,6,1,0,1
Male,0,1,0,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),88.7,6301.7,0,61-72,High,70.2530657748049,8,1,1,1
Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.25,210.3,1,0-12,High,2.7946843853820598,2,0,0,1
Male,1,1,1,50,1,1,DSL,1,1,1,0,0,1,Two year,1,Bank transfer (automatic),75.15,3822.45,0,49-60,High,50.19632304661851,6,1,1,1
Female,0,0,0,53,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.25,1048.45,0,49-60,Low,49.33882352941177,1,1,0,0
Female,0,1,0,58,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),109.1,6393.65,0,49-60,Very High,58.07129881925522,7,1,1,1
Male,0,0,0,46,0,0,DSL,1,0,0,0,0,0,One year,1,Bank transfer (automatic),30.75,1489.3,0,25-48,Low,46.907086614173224,1,1,1,1
Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Month-to-month,1,Credit card (automatic),112.9,8061.5,0,61-72,Very High,70.77699736611062,8,1,1,1
Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.2,74.2,1,0-12,High,0.9867021276595744,2,0,0,1
Female,0,1,1,6,1,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Mailed check,94.05,518.75,0,0-12,High,5.457653866386113,5,0,0,1
Male,0,1,0,72,1,1,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),78.85,5763.15,0,61-72,High,72.17470256731372,7,1,1,1
Male,0,0,0,4,1,0,DSL,0,0,0,0,0,1,Month-to-month,1,Mailed check,55.3,238.5,0,0-12,Medium,4.236234458259325,2,0,0,1
Female,0,1,1,52,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.35,1031.7,0,49-60,Low,50.697788697788695,1,1,0,0
Female,0,0,0,2,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.45,34.8,0,0-12,Low,1.6223776223776223,1,0,0,0
Female,0,1,0,65,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.35,1319.95,0,61-72,Low,64.86240786240786,1,1,1,0
Male,1,1,0,43,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,101.0,4388.4,1,25-48,Very High,43.023529411764706,5,1,0,1
Male,0,1,0,4,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,420.2,1,0-12,Very High,4.152173913043478,5,0,0,1
Male,1,1,0,25,1,1,Fiber optic,1,0,0,0,0,1,One year,1,Electronic check,89.05,2177.45,1,25-48,High,24.18045530260966,4,1,0,1
Female,0,1,0,51,1,1,DSL,0,1,0,1,1,1,One year,1,Credit card (automatic),78.65,3950.85,0,49-60,High,49.60263653483992,6,1,1,1
Male,0,0,0,12,1,1,DSL,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),74.75,827.05,0,0-12,High,10.918151815181517,5,0,1,1
Female,0,1,1,57,1,0,DSL,1,0,0,0,1,1,One year,1,Bank transfer (automatic),70.1,3913.3,1,49-60,High,55.039381153305214,4,1,1,1
Female,0,1,1,24,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.9,533.5,0,13-24,Low,25.526315789473685,1,1,0,0
Female,0,1,0,64,1,1,DSL,0,0,1,1,0,0,One year,0,Bank transfer (automatic),58.35,3756.45,0,61-72,Medium,63.293176074136476,4,1,1,1
Female,0,0,0,4,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,105.65,443.9,1,0-12,Very High,4.162212845757149,6,0,0,1
Female,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),100.5,2599.95,0,25-48,Very High,25.615270935960588,5,1,1,1
Female,0,1,1,15,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,284.3,0,13-24,Low,13.505938242280285,1,0,0,0
Male,1,1,0,64,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.65,1740.8,0,61-72,Low,65.32082551594748,2,1,1,0
Male,1,1,0,36,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,96.5,3436.1,1,25-48,High,35.24205128205128,5,1,0,1
Female,0,1,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Credit card (automatic),95.0,2462.55,0,25-48,High,25.6515625,4,1,1,1
Male,1,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.85,70.85,1,0-12,High,0.9860821155184412,1,0,0,1
Female,0,0,0,35,1,1,DSL,1,0,1,1,1,1,One year,1,Credit card (automatic),85.95,3110.1,1,25-48,High,35.76883266244968,7,1,1,1
Male,0,0,0,4,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,73.9,280.85,1,0-12,High,3.7496662216288383,2,0,0,1
Female,0,1,1,8,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.45,411.75,0,0-12,Medium,8.86437029063509,1,0,0,1
Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),20.0,198.6,0,0-12,Low,9.457142857142857,1,0,1,0
Female,0,0,0,2,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,49.2,103.7,0,0-12,Medium,2.0657370517928286,2,0,0,1
Female,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,1,49-60,Very High,55.63196016296967,7,1,1,1
Male,0,1,0,51,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),83.25,4089.45,0,49-60,High,48.539465875370915,7,1,1,1
Female,0,1,1,46,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.25,864.2,0,25-48,Low,42.67654320987655,1,1,0,0
Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.65,19.65,0,0-12,Low,0.9515738498789347,1,0,1,0
Male,0,0,0,46,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),72.8,3249.4,0,25-48,High,44.02981029810299,2,1,1,1
Female,0,1,0,50,1,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),109.65,5405.8,0,49-60,Very High,48.85494803434252,7,1,1,1
Male,0,1,1,53,1,0,DSL,0,1,0,1,1,0,Month-to-month,0,Credit card (automatic),65.0,3363.8,0,49-60,Medium,50.96666666666667,4,1,1,1
Male,0,1,0,61,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Electronic check,114.1,7132.15,0,61-72,Very High,61.96481320590791,7,1,0,1
Male,0,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.65,93.55,0,0-12,Low,4.321016166281756,1,0,1,0
Male,0,0,0,47,1,0,DSL,1,1,1,1,1,1,One year,1,Bank transfer (automatic),86.95,4138.9,0,25-48,High,47.05969300739056,7,1,1,1
Female,0,0,0,54,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Bank transfer (automatic),94.75,5121.75,0,49-60,High,53.49086161879895,5,1,1,1
Male,0,0,1,19,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),25.35,566.1,0,13-24,Low,21.483870967741936,0,0,1,1
Female,0,0,1,26,1,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.45,2715.3,0,25-48,Very High,25.507750117426024,6,1,0,1
Male,0,1,1,70,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.4,1782.05,0,61-72,Low,67.50189393939394,2,1,0,0
Male,0,1,0,17,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.55,1742.5,0,13-24,Very High,16.827619507484307,6,0,0,1
Female,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,2983.8,1,25-48,Very High,29.48418972332016,5,1,0,1
Female,0,0,1,1,1,1,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,24.0,24.0,0,0-12,Low,0.96,2,0,0,0
Female,0,1,1,19,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.6,485.9,0,13-24,Low,18.26691729323308,2,0,0,0
Female,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,0,25-48,High,25.57986577181208,5,1,1,1
Female,0,1,1,21,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.05,1565.7,1,13-24,High,20.86209193870753,2,0,1,1
Male,0,1,0,50,1,1,Fiber optic,0,1,0,0,1,1,One year,1,Electronic check,98.25,4858.7,0,49-60,High,48.95415617128463,5,1,0,1
Female,0,1,0,68,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,54.4,3723.65,0,61-72,Medium,67.21389891696751,4,1,0,1
Male,0,0,0,3,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.55,298.35,1,0-12,Very High,2.90931253047294,5,0,1,1
Male,0,1,1,9,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,0,Electronic check,103.1,970.45,0,0-12,Very High,9.322286263208454,5,0,0,1
Female,0,1,1,51,0,0,DSL,1,0,0,1,0,0,Two year,0,Bank transfer (automatic),34.2,1782.0,0,49-60,Low,50.62499999999999,2,1,1,1
Female,0,0,0,9,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,43.75,405.7,0,0-12,Medium,9.065921787709497,1,0,0,1
Male,1,1,1,41,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,111.95,4534.9,1,25-48,Very High,40.149623727312964,7,1,0,1
Male,0,0,0,22,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.65,2415.95,0,13-24,Very High,23.767338908017706,5,0,0,1
Female,0,1,1,21,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,55.95,1157.05,1,13-24,Medium,20.316944688323087,4,0,0,1
Male,0,1,1,71,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),116.05,8297.5,0,61-72,Very High,70.88850918410935,8,1,1,1
Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.75,45.75,1,0-12,Medium,0.9786096256684492,1,0,0,1
Male,0,1,1,26,1,1,DSL,0,0,1,1,1,1,One year,1,Credit card (automatic),82.0,2083.1,0,25-48,High,25.097590361445782,6,1,1,1
Male,0,1,0,71,1,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.15,4681.75,0,61-72,Medium,70.77475434618292,5,1,1,1
Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.8,176.2,0,0-12,Medium,3.8471615720524017,1,0,1,1
Female,0,0,0,12,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.8,1001.2,0,0-12,High,12.391089108910892,3,0,0,1
Female,0,1,0,18,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,88.85,1594.75,0,13-24,High,17.749026154702282,4,0,0,1
Female,0,0,0,3,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,212.4,0,0-12,High,2.7965766951942066,2,0,0,1
Female,1,1,0,72,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Bank transfer (automatic),106.85,7677.4,0,61-72,Very High,71.185906351414,6,1,1,1
Male,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,74.95,815.5,1,0-12,High,10.737327188940093,2,0,0,1
Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Credit card (automatic),80.15,80.15,1,0-12,High,0.9876771410967344,2,0,1,1
Male,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.3,259.65,0,13-24,Low,12.790640394088669,1,0,1,0
Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,109.25,8109.8,1,61-72,Very High,73.55827664399094,7,1,0,1
Male,0,1,0,42,1,1,DSL,1,0,0,0,0,0,One year,0,Credit card (automatic),56.1,2386.85,0,25-48,Medium,41.801225919439574,3,1,1,1
Female,0,0,0,17,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.7,340.35,0,13-24,Low,16.44202898550725,1,0,1,0
Female,1,0,0,7,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.3,419.35,0,0-12,Medium,8.018164435946463,2,0,0,1
Female,0,1,0,68,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Mailed check,118.6,7990.05,0,61-72,Very High,66.8064381270903,8,1,0,1
Male,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,0,49-60,Low,55.75546719681909,2,1,1,0
Female,0,1,1,38,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.3,749.35,0,25-48,Low,35.18075117370892,1,1,0,0
Female,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,115.5,8425.15,0,61-72,Very High,72.31888412017167,8,1,0,1
Female,0,0,0,48,1,1,No,0,0,0,0,0,0,One year,0,Credit card (automatic),25.05,1171.5,0,25-48,Low,44.97120921305182,2,1,1,0
Female,1,1,0,52,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,1,Electronic check,109.1,5647.95,0,49-60,Very High,51.298365122615806,7,1,0,1
Female,0,1,1,35,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.65,708.8,0,25-48,Low,34.32445520581114,1,1,0,0
Male,0,1,0,67,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),111.3,7567.2,0,61-72,Very High,67.38379341050756,7,1,1,1
Female,0,0,0,1,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.9,29.9,0,0-12,Low,0.9676375404530745,1,0,0,1
Male,0,0,0,53,1,0,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Mailed check,80.6,4348.1,0,49-60,High,53.285539215686285,3,1,0,1
Male,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,635.9,0,25-48,Low,29.1697247706422,1,1,0,0
Female,0,0,0,3,0,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),35.2,108.95,1,0-12,Medium,3.0096685082872927,1,0,1,1
Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,78.8,78.8,1,0-12,High,0.9874686716791979,2,0,0,1
Male,0,0,0,19,1,0,Fiber optic,0,0,1,1,1,0,Month-to-month,0,Mailed check,89.95,1682.4,0,13-24,High,18.498075865860365,4,0,0,1
